,city,latitude,longitude,runners,distance,population,canton
1604,Oleyres,46.8556727,7.0371866,1,53818.0,nan,nan
1605,Ormône (Savièse),46.241271,7.344741,2,97403.0,nan,nan
1606,Rueyres-St-Laurent,46.71567,7.03303,1,63844.0,nan,nan
1607,NL-Tilburg,51.560596,5.0919143,1,749210.0,nan,nan
1608,F-Vendenheim,48.671,7.706899,1,348805.0,nan,nan
1609,D-Bonn,50.73743,7.0982068,1,662577.0,nan,nan
1610,ISR-Herzliya,32.162413,34.844675,1,4113206.0,nan,nan
1611,GB-Carshalton,51.365018,-0.164921,2,926652.0,nan,nan
1612,GR-Katerini,40.2805592,22.5058399,1,2007286.0,nan,nan
1613,F-La Fouillouse,45.500302,4.317417,1,280008.0,nan,nan
1614,GB-Londres,51.5073509,-0.1277583,1,922418.0,nan,nan
1615,Uttwil,47.5834988,9.340497599999999,1,305325.0,nan,nan
1616,GB-Crowborough,51.06085299999999,0.165894,1,911469.0,nan,nan
1617,IRL-Killiney,53.2650114,-6.1149485,1,,nan,nan
1618,Biel-Benken BL,47.506272,7.5255321,3,206584.0,nan,nan
1619,F-Beaumont Monteux,45.018429,4.921499,1,303391.0,nan,nan
1620,F-Cheseaux Sur Lausanne,46.585452,6.6047712,1,8518.0,nan,nan
1621,F-Marin,36.68440289999999,-121.802173,5,,nan,nan
1622,Köniz,46.925634,7.416720599999999,1,100980.0,40214,BE
1623,N-Trondheim,63.4305149,10.3950528,1,2318355.0,nan,nan
1624,Oberdorf NW,46.9584499,8.3865692,1,229748.0,nan,nan
1625,Leukerbad,46.38002400000001,7.6288344,1,132282.0,nan,nan
1626,F-Ballaison,46.299054,6.328939,2,83265.0,nan,nan
1627,F-St Ismier,45.248534,5.828113,1,200531.0,nan,nan
1628,Säriswil,46.9920371,7.336025299999999,1,114613.0,nan,nan
1629,F-La Wantzenau,48.65801,7.827133000000001,1,354001.0,nan,nan
1630,J-Hokkaido,43.06461470000001,141.3468074,1,,nan,nan
1631,B-Leuven,50.8798438,4.7005176,1,645596.0,nan,nan
1632,Aumont,46.90993599999999,5.633486,2,125707.0,nan,nan
1633,Horw,47.0184461,8.3079399,1,218367.0,13788,LU
1634,F-Coimeres,44.496024,-0.2096619,1,805556.0,nan,nan
1635,F-Bias,44.146454,-1.218771,4,875414.0,nan,nan
1636,Ebertswil,47.243851,8.5337973,1,243933.0,nan,nan
1637,F-Nimes,43.836699,4.360054,1,459468.0,nan,nan
1638,Lupfig,47.4409386,8.2044259,1,200490.0,nan,nan
1639,Ennetbaden,47.4795038,8.314324899999999,1,209607.0,nan,nan
1640,IND-Navi Mumbai,19.0330488,73.0296625,1,,nan,nan
1641,F-Nozay,47.564751,-1.626916,1,846329.0,nan,nan
1642,GB-Lincoln,53.230688,-0.5405789999999999,1,1148373.0,nan,nan
1643,F-Fay Aux Loges,47.927282,2.13798,1,495593.0,nan,nan
1644,B-Mont-Saint-Aubert,50.6548281,3.4040353,1,710216.0,nan,nan
1645,Seigneux,46.72799999999999,6.878610000000001,1,33545.0,nan,nan
1646,F-Lajoux,46.37446,5.972055,1,74959.0,nan,nan
1647,F-Roche la Moliere,45.433013,4.322825,1,279796.0,nan,nan
1648,Walenstadt,47.12398,9.31603,1,308289.0,5520,SG
1649,L'Auberson,46.8179081,6.458938,1,59704.0,nan,nan
1650,Aeschiried,46.64559999999999,7.724600000000001,1,155551.0,nan,nan
1651,Arlesheim,47.499576,7.619221199999999,1,203281.0,9224,BL
1652,Windisch,47.4789604,8.2159655,1,203929.0,nan,nan
1653,D-München,48.1351253,11.5819806,2,538804.0,nan,nan
1654,F-Replonges,46.3094356,4.8826358,1,206793.0,nan,nan
1655,F-Saone,47.225555,6.116118,1,,nan,nan
1656,F-Pougny,47.38445000000001,3.002964,1,392392.0,nan,nan
1657,F-St Jean,45.2733153,-66.0633081,1,,nan,nan
1658,B-Nassogne,50.1285782,5.3426393,1,538644.0,nan,nan
1659,E-Lloseta,39.7183392,2.8689332,1,1135357.0,nan,nan
1660,Saint-Sulpice,48.8510095,2.3350091,1,,nan,nan
1661,Aproz (Nendaz),46.20633,7.31602,1,93654.0,nan,nan
1662,Agiez,46.720125,6.5097535,2,32103.0,nan,nan
1663,Duillier,46.4095455,6.236782499999999,2,37483.0,nan,nan
1664,F-Yverdon-les-Bains,46.7784736,6.641183,1,38118.0,nan,nan
1665,Mézières FR,46.67793,6.92563,1,51123.0,nan,nan
1666,F-St Vincent,34.1045194,-117.8886804,1,,nan,nan
1667,Bargen BE,47.0384592,7.263104900000001,1,97652.0,nan,nan
1668,F-Prugny,48.245758,3.941342,1,385529.0,nan,nan
1669,F-Demos,n,a,1,,nan,nan
1670,Les Ecasseys,46.616668,6.916662,1,29138.0,nan,nan
1671,F-Vaureal,49.029373,2.023163,1,561609.0,nan,nan
1672,F-Meximieux,45.9071984,5.1949736,2,186423.0,nan,nan
1673,F-Les Gras,46.9957319,6.543647,1,85833.0,nan,nan
1674,GB-Kingston upon Thames,51.41233,-0.300689,1,942000.0,nan,nan
1675,F-Hemevillers,49.464073,2.675717,1,596389.0,nan,nan
1676,B-Vaux-sous-Chèvremont,50.60105069999999,5.6318794,1,596886.0,nan,nan
1677,F-Villebret,46.266361,2.638519000000001,1,422113.0,nan,nan
1678,Lully FR,46.8334425,6.844446199999999,1,57255.0,nan,nan
1679,F-Trouville sur Mer,49.36628899999999,0.08280799999999999,2,711286.0,nan,nan
1680,F-La Cluse et Mijoux,46.8704788,6.389575,1,63991.0,nan,nan
1681,F-Palaiseau,48.714509,2.245748,3,502998.0,nan,nan
1682,F-Chaponost,45.710755,4.744282,2,230614.0,nan,nan
1683,Romainmôtier,46.6944404,6.4607844,2,32596.0,529,VD
1684,F-St Martin le Vinoux,45.202979,5.716299999999999,1,207418.0,nan,nan
1685,F-Magnanville,48.969534,1.68413,1,567434.0,nan,nan
1686,F-Houilles,48.926916,2.18888,2,534288.0,nan,nan
1687,USA-New Braunfels,29.7030024,-98.1244531,1,,nan,nan
1688,F-Montesson,48.908587,2.149777,2,533558.0,nan,nan
1689,F-Lans,41.6003501,-86.7254304,1,517229.0,nan,nan
1690,F-Grandfontaine,47.196526,5.900227999999999,2,349419.0,nan,nan
1691,F-Poisy,45.921423,6.063556999999999,1,105342.0,nan,nan
1692,F-Sete,43.4078758,3.7008219,2,539309.0,nan,nan
1693,F-Chargey les Gray,47.487108,5.575089,2,178657.0,nan,nan
1694,F-Lompret,50.669529,2.990453,1,702107.0,nan,nan
1695,Cortébert,47.1906661,7.1070771,1,106202.0,nan,nan
1696,F-Arcinges,46.1380089,4.281835,1,285219.0,nan,nan
1697,F-Sainte Helene Du Lac,45.482405,6.066097,1,168156.0,nan,nan
1698,CZ-Decin,50.77255630000001,14.2127612,1,1000242.0,nan,nan
1699,F-Trigueres,47.9392939,2.984405,1,402704.0,nan,nan
1700,Moléson-sur-Gruyères,46.56502,7.038200000000001,1,61735.0,nan,nan
1701,Miex,46.3382466,6.8661436,1,50941.0,nan,nan
1702,F-Les Hotipaux Neufs,46.7767709,6.373753000000001,1,50877.0,nan,nan
1703,Buix,47.4801644,7.0309288,1,164283.0,nan,nan
1704,F-Saint Jean De Niost,45.8375329,5.2145828,1,183757.0,nan,nan
1705,Pomy,45.65835070000001,-111.8933013,3,38961.0,nan,nan
1706,F-Rillieux la Pape,45.819655,4.897126,1,204415.0,nan,nan
1707,Bluche,n,a,1,121806.0,nan,nan
1708,F-Charvieu Chavagneux,45.7462329,5.161867,1,207687.0,nan,nan
1709,Missy,57.6018604,27.2272414,1,2405045.0,nan,nan
1710,F-Aix les Bains,45.692341,5.908998,2,133443.0,nan,nan
1711,Uvrier,46.2532603,7.4169069,2,101427.0,nan,nan
1712,Arconciel,46.74619999999999,7.123749999999999,1,66431.0,nan,nan
1713,NL-St Oedenrode,51.56554569999999,5.4620127,1,739313.0,nan,nan
1714,I-Mergozzo (VB),45.9617307,8.444564,1,244174.0,nan,nan
1715,E-Caldes De Montbui,41.6316583,2.1668706,1,839686.0,nan,nan
1716,Luterbach,47.2159256,7.587512500000001,1,141293.0,nan,nan
1717,Châtillon FR,46.8325377,6.8327537,1,514653.0,nan,nan
1718,Figino,45.4925633,9.0771489,1,317189.0,nan,nan
1719,Merligen,46.69702600000001,7.738692,1,148994.0,nan,nan
1720,F-St Andre,-20.963728,55.64726599999999,1,,nan,nan
1721,F-Sevres,48.8212407,2.2109771,2,518018.0,nan,nan
1722,Grandcour,46.8718572,6.9281823,1,65012.0,851,VD
1723,AUS-Braddon,-35.271944,149.135556,1,,nan,nan
1724,E-Alcala De Henares/madri,40.4819791,-3.3635421,1,1411166.0,nan,nan
1725,Courgenay,47.4031793,7.126815799999999,2,145378.0,nan,nan
1726,D-Gebhardshain,50.7464146,7.820426199999999,1,627449.0,nan,nan
1727,L-Bech-kleinmacher,49.5337425,6.3550438,1,431268.0,nan,nan
1728,Vuibroye,46.5719393,6.8053351,3,17957.0,nan,nan
1729,F-Couchey,47.260931,4.97933,1,207700.0,nan,nan
1730,Vuisternens-en-Ogoz,46.7072449,7.0527766,2,63301.0,nan,nan
1731,Wil SG,47.4635617,9.0479097,1,281651.0,nan,nan
1732,F-La Motte Servolex,45.596488,5.874111999999999,1,146993.0,nan,nan
1733,F-Chalon sur Saone,46.780764,4.853947,1,265680.0,nan,nan
1734,D-Rostock,54.0924406,12.0991466,2,1185028.0,nan,nan
1735,Bofflens,46.705068,6.4982378,2,33971.0,nan,nan
1736,Münchenstein,47.5226485,7.6150661,2,199881.0,11999,BL
1737,F-Chatel Moron,46.793441,4.643304,1,285386.0,nan,nan
1738,F-Jacob Bellecombette,45.55167,5.916621,1,151296.0,nan,nan
1739,Grindelwald,46.624164,8.0413962,1,183921.0,nan,nan
1740,Bioley-Magnoux,46.7269672,6.7114717,1,28926.0,nan,nan
1741,F-Sartrouville,48.941106,2.158431,1,537030.0,nan,nan
1742,Ecoteaux,46.5457329,6.862710000000001,2,22404.0,nan,nan
1743,F-Meudon,48.812995,2.23847,1,519130.0,nan,nan
1744,D-Dachau,48.2629984,11.4339022,3,533520.0,nan,nan
1745,Cernier,47.0589492,6.900677399999999,2,83338.0,nan,nan
1746,Montmagny,46.9801031,-70.5565719,1,,nan,nan
1747,GB-Bowdon,53.377084,-2.363919,1,1255089.0,nan,nan
1748,Fey,49.029197,6.09686,2,364211.0,nan,nan
1749,Oulens-sous-Echallens,46.6419446,6.5770662,3,19971.0,nan,nan
1750,St-Cierges,46.6898931,6.7348962,1,23488.0,nan,nan
1751,Hauterive,47.01564279999999,6.9725091,1,78864.0,nan,nan
1752,F-Mercues,44.49733699999999,1.386222,1,662028.0,nan,nan
1753,F-Anglet,43.481402,-1.514699,1,945520.0,nan,nan
1754,Wangen b. Olten,47.3424627,7.8661678,2,166515.0,nan,nan
1755,Eglisau,47.5762223,8.521980899999999,1,246874.0,5021,ZH
1756,Balsthal,47.3095856,7.6883283,1,156473.0,nan,nan
1757,Belmon-sur-Lausanne,46.5191267,6.678912299999999,1,5497.0,nan,nan
1758,I-Sasso Marconi (BO),44.3987645,11.248204,1,551240.0,nan,nan
1759,Sorens,46.6691888,7.0586245,1,55037.0,nan,nan
1760,F-Antibes,43.58041799999999,7.125102,1,663727.0,nan,nan
1761,F-Logonna Daoulas,48.320556,-4.29889,1,1041752.0,nan,nan
1762,Châbles FR,46.82561949999999,6.8077879,1,60482.0,nan,nan
1763,F-Saint martin bellevue,45.96286,6.148198,1,96475.0,nan,nan
1764,Grugnay (Chamoson),46.20768,7.21623,1,88407.0,nan,nan
1765,Rances,46.760201,6.529973699999999,2,34932.0,nan,nan
1766,Aire-la-Ville,46.1922345,6.049026599999999,1,71865.0,nan,nan
1767,D-Bergholz-Rehbrücke,52.3448313,13.0976386,1,1033282.0,nan,nan
1768,Autavaux,46.865283,6.877225999999999,1,60091.0,nan,nan
1769,F-Pelissanne,43.631049,5.150567,1,481623.0,nan,nan
1770,F-Maisons du Bois Lievrem fan de Didine,n,a,1,,nan,nan
1771,F-Bethisy St Pierre,49.298519,2.802371,1,590412.0,nan,nan
1772,F-Longeville sur Mer,46.424169,-1.4886839,1,887050.0,nan,nan
1773,F-Montelimar,44.556944,4.749496,1,357276.0,nan,nan
1774,Baltschieder,46.308,7.863670000000001,1,139095.0,nan,nan
1775,Sévaz,46.8381596,6.8756059,1,57552.0,nan,nan
1776,Islikon,47.545641,8.843718899999999,1,261695.0,nan,nan
1777,Urdorf,47.3867071,8.420693,1,219583.0,9673,ZH
1778,F-Saint Amand Montrond,46.7254859,2.505604,3,451973.0,nan,nan
1779,F-Dingy en Vuache,46.089301,5.94614,1,90940.0,nan,nan
1780,La Heutte,47.1902134,7.226647900000001,1,113009.0,nan,nan
1781,Möhlin,47.5591304,7.8442531,1,197529.0,10853,AG
1782,B-Uccle,50.8023982,4.340669999999999,2,645708.0,nan,nan
1783,N-Oslo,59.9138688,10.7522454,1,1824485.0,nan,nan
1784,Combremont-le-Grand,46.76248,6.8183,1,39144.0,nan,nan
1785,B-Messancy,n,a,1,452775.0,nan,nan
1786,Gressy,48.964879,2.674049,1,543029.0,nan,nan
1787,Cama,46.2724015,9.1695593,1,374369.0,nan,nan
1788,F-Ponthierry,48.531308,2.542259,1,485156.0,nan,nan
1789,Berolle,46.558338,6.3369412,5,35589.0,nan,nan
1790,Torny-le-Grand,46.7707453,6.965777999999999,1,47226.0,nan,nan
1791,CZ-Klatovy,49.3955549,13.2950937,2,767417.0,nan,nan
1792,Corpataux-Magnedens,46.7423637,7.096413099999999,1,63015.0,nan,nan
1793,CRO-Zapresic,45.8571742,15.8046577,1,948796.0,nan,nan
1794,Chavannes-le-Chêne,46.7769235,6.777891299999999,1,36524.0,nan,nan
1795,Aeschlen ob Gunten,46.71971,7.6992657,1,145517.0,nan,nan
1796,MAR-Maroc,n,a,1,3341893.0,nan,nan
1797,Zollikofen,46.9982563,7.4513399,3,111713.0,10217,BE
1798,Hüttikon,47.4445367,8.3868213,1,213063.0,nan,nan
1799,Lyss,47.0746504,7.3077022,1,103405.0,14341,BE
1800,L-Schuttrange,49.6222202,6.2737568,1,450930.0,nan,nan
1801,Steg VS,46.3151515,7.748742999999999,2,129256.0,nan,nan
1802,Niederönz,47.1858406,7.6942785,1,141884.0,nan,nan
1803,Bouloz,46.616673,6.883331999999999,1,26475.0,nan,nan
1804,F-Coye Le Forêt,49.14729699999999,2.46306,1,564960.0,nan,nan
1805,D-Waldshut-Tiengen,47.6327253,8.2719155,1,226585.0,nan,nan
1806,Langendorf,47.2216911,7.514949000000001,1,148373.0,nan,nan
1807,Reichenbach im Kandertal,46.6254387,7.6940529,1,154951.0,nan,nan
1808,DK-Frederiksberg,55.677069,12.513321,1,1331176.0,nan,nan
1809,F-Le Plessis Robinson,48.780426,2.266257,1,515528.0,nan,nan
1810,Rue,37.5189552,-85.7256372,2,,1473,FR
1811,Villaraboud,46.666667,6.916663,2,37055.0,nan,nan
1812,Yrich,n,a,1,,nan,nan
1813,Lenzburg,47.3904443,8.172154500000001,2,192378.0,9162,AG
1814,Bremgarten b. Bern,46.9756803,7.437264300000001,1,108795.0,nan,nan
1815,F-Sauverny,46.315994,6.114234,1,52960.0,nan,nan
1816,Brüttelen,47.0218657,7.147880199999999,1,95326.0,nan,nan
1817,Auvernier,46.9775749,6.8769195,3,68969.0,nan,nan
1818,Ersigen,47.0949236,7.596158099999999,1,128401.0,nan,nan
1819,Bösingen,48.2392756,8.558285699999999,1,360563.0,nan,nan
1820,Rothrist,47.302214,7.8774496,1,168877.0,nan,nan
1821,F-Les Essarts le Roi,48.71593300000001,1.899287,1,541737.0,nan,nan
1822,GB-Campbeltown,55.424117,-5.605373999999999,2,1776739.0,nan,nan
1823,Chenaux,45.572142,-76.71553999999999,1,,nan,nan
1824,F-Boulogne Billancourt,48.8396952,2.2399123,1,517898.0,nan,nan
1825,Rothenburg,49.3801834,10.1867388,2,576059.0,nan,nan
1826,IND-Delhi,28.7040592,77.10249019999999,1,,nan,nan
1827,GB-Hythe,51.071739,1.081937,1,821080.0,nan,nan
1828,J-Hyogo,34.6912688,135.1830706,2,,nan,nan
1829,Suhr,47.370902,8.0795037,1,184639.0,9904,AG
1830,E-Ciudad Rodrigo,40.5994005,-6.530716099999999,1,1529910.0,nan,nan
1831,BR-Santana de Parnaíba/SP Antilope Racing Team,n,a,1,,nan,nan
1832,F-Saint Jean de Tholome,46.11183399999999,6.398496,1,103887.0,nan,nan
1833,F-St Jean de Tholome,46.11183399999999,6.398496,2,103887.0,nan,nan
1834,S-Anderstorp,57.2812542,13.6271963,1,1599329.0,nan,nan
1835,Visp,46.2947277,7.882120400000001,1,138574.0,7665,VS
1836,E-Leganés,40.3319506,-3.7686545,1,1457421.0,nan,nan
1837,F-Spoy,48.228337,4.620133,1,215454.0,nan,nan
1838,RUS-Moscow,55.755826,37.6173,1,2793329.0,nan,nan
1839,I-Novate Milanese (MI),45.5317964,9.1397222,1,326371.0,nan,nan
1840,F-Le Thillot,47.880605,6.76347,1,207648.0,nan,nan
1841,F-St Vallier,46.8926003,-70.8231299,1,281520.0,nan,nan
1842,F-Olonne sur Mer,46.536402,-1.772826,1,911756.0,nan,nan
1843,F-Riedisheim,47.749709,7.368599000000001,2,231143.0,nan,nan
1844,GB-Wishaw,55.773543,-3.919354,1,1537589.0,nan,nan
1845,F-Clouange,49.26623499999999,6.089430999999999,3,397337.0,nan,nan
1846,Dielsdorf,47.4824169,8.453504299999999,1,219674.0,nan,nan
1847,Neunkirch,47.6895225,8.500435699999999,1,242578.0,2086,SH
1848,Hilterfingen,46.7439605,7.647230599999999,1,139677.0,nan,nan
1849,St Prex,46.4829113,6.458343500000001,1,18033.0,nan,nan
1850,Steinhausen,47.197193,8.485017299999999,3,234447.0,9543,ZG
1851,Stäfa,47.2392343,8.7351356,1,263003.0,14152,ZH
1852,BR-Rio de Janeiro,-22.9068467,-43.1728965,1,,nan,nan
1853,GB-Manchester,n,a,1,1273653.0,nan,nan
1854,D-Ladenburg,49.4739759,8.6077464,1,450726.0,nan,nan
1855,Freiburg,47.9990077,7.842104299999999,1,268448.0,nan,nan
1856,Prevessin Moens,46.2544962,6.0679661,1,64941.0,nan,nan
1857,F-Lutterbach,47.760549,7.281792999999999,1,240324.0,nan,nan
1858,Schwarzenburg,46.8184541,7.341120300000001,1,95882.0,nan,nan
1859,Turgi,47.4887974,8.2547897,1,3029245.0,nan,nan
1860,GB-Salford,53.48752349999999,-2.2901264,2,1284878.0,nan,nan
1861,DK-Kobenhavn S,55.6508754,12.5991891,1,1336096.0,nan,nan
1862,Brittnau,47.2597136,7.9469694,3,177676.0,nan,nan
1863,Hittnau,47.3689961,8.8227038,1,252422.0,nan,nan
1864,Binz,54.4022152,13.606025,1,1319378.0,nan,nan
1865,F-Albi,43.9250853,2.1486413,1,679006.0,nan,nan
1866,A-Feldkirch,47.24128,9.601899999999999,1,354917.0,nan,nan
1867,HKG-Hong Kong,22.308047,113.9184808,2,,nan,nan
1868,Treytorrens (Payerne),46.77161539999999,6.7999774,1,40115.0,nan,nan
1869,Susten,46.3092199,7.6397818,1,119228.0,nan,nan
1870,S-Örnsköldsvik,63.29004740000001,18.7166166,1,2505723.0,nan,nan
1871,B-Huy,50.5187153,5.239665599999999,1,595034.0,nan,nan
1872,F-Loos en Gohelle,50.45791,2.792788,1,676448.0,nan,nan
1873,F-Vauvert,43.692984,4.278326,1,480612.0,nan,nan
1874,F-Fontain,40.22271970000001,-87.3347575,1,124037.0,nan,nan
1875,J-Bunkyo-ku Tokyo,35.7080677,139.752167,1,,nan,nan
1876,F-Fiaugères,46.583334,6.883335,1,24510.0,nan,nan
1877,A-Reutte,47.48878999999999,10.71865,1,467261.0,nan,nan
1878,F-Sailly Lez Lannoy,50.648047,3.222805,1,696581.0,nan,nan
1879,Syens,46.645146,6.778542000000001,1,20369.0,nan,nan
1880,F-Le Muy,43.472036,6.566574999999999,2,606674.0,nan,nan
1881,GB-Gatwick,51.1536621,-0.1820629,1,926253.0,nan,nan
1882,J-Chiba,35.6072668,140.1062907,1,,nan,nan
1883,Herrenschwanden,46.9997652,7.414052099999999,1,108086.0,nan,nan
1884,F-Appoigny,47.876976,3.526249,1,361749.0,nan,nan
1885,F-Couternon,47.334236,5.149223999999999,1,201015.0,nan,nan
1886,La Russille,46.7364589,6.479539399999999,1,36714.0,nan,nan
1887,F-Le Puy Notre Dame,47.124879,-0.229886,1,724005.0,nan,nan
1888,F-Songeson,46.650184,5.821067999999999,1,100020.0,nan,nan
1889,B-Waterloo,43.4642578,-80.5204096,1,,nan,nan
1890,F-Langatte,48.756556,6.980035999999999,2,418384.0,nan,nan
1891,F-Caluire et Cuire,45.79681,4.842426,1,210075.0,nan,nan
1892,Reutigen,46.6942792,7.6202063,1,151517.0,nan,nan
1893,B-Neupré,50.54259,5.48091,1,600049.0,nan,nan
1894,GB-Cheltenham,51.8993855,-2.0782533,2,1109733.0,nan,nan
1895,F-Bozel,45.44326,6.648138899999999,1,236909.0,nan,nan
1896,Lätti,32.9295332,75.4432124,1,,nan,nan
1897,Uznach,47.2243722,8.9841417,1,282332.0,6295,SG
1898,Anwil,47.4505604,7.9409359,1,191871.0,nan,nan
1899,F-La Veze,47.210697,6.06689,1,120700.0,nan,nan
1900,Someo,46.283333,8.666667,1,262497.0,nan,nan
1901,F-Eysines,44.885793,-0.6488149999999999,1,763430.0,nan,nan
1902,F-Auxerre,47.798202,3.573781,1,352760.0,nan,nan
1903,Villette (Le Châble VS),46.0810383,7.213533999999999,1,90442.0,nan,nan
1904,F-Pouilley Français,47.208568,5.844882,1,141716.0,nan,nan
1905,F-St Malo,48.649337,-2.025674,4,888961.0,nan,nan
1906,Les Monts-de-Pully,46.535411,6.688348,1,6721.0,nan,nan
1907,F-St Ours,45.8876395,-73.1499394,1,397480.0,nan,nan
1908,Chancy,46.1494996,5.9727228,1,77787.0,nan,nan
1909,F-St Remy,41.8825926,-74.02125079999999,1,,nan,nan
1910,Anzère,n,a,1,111663.0,nan,nan
1911,Habsburg,47.4626153,8.186053099999999,1,199260.0,nan,nan
1912,Mühlethurnen,46.8133458,7.507532299999999,1,117709.0,nan,nan
1913,I-Piacenza (PC),45.0526206,9.6929845,2,400599.0,nan,nan
1914,GB-Bearwood,52.4768152,-1.9698994,2,1143484.0,nan,nan
1915,F-Poulx,43.910812,4.424056999999999,1,461766.0,nan,nan
1916,GB-Burgess Hill,50.954469,-0.128701,1,955134.0,nan,nan
1917,D-Langebrück,51.1273044,13.8438751,2,945618.0,nan,nan
1918,F-Le Vesinet,48.894198,2.134716,1,532733.0,nan,nan
1919,GB-Glossop,53.4433284,-1.948907,2,1246674.0,nan,nan
1920,NL-Purmer,52.4744038,5.0004082,1,860948.0,nan,nan
1921,L-Wiltz,49.96622,5.932430600000001,1,498854.0,nan,nan
1922,B-Sint-Martens-Latem,51.0089664,3.6330725,1,750657.0,nan,nan
1923,Murist,46.7903128,6.806840999999999,1,42399.0,nan,nan
1924,Vallon,n,a,1,68759.0,nan,nan
1925,F-Puteaux,48.88474799999999,2.23964,1,525392.0,nan,nan
1926,Wettswil,47.3393922,8.4736304,1,229247.0,nan,nan
1927,B-Dendermonde,51.025477,4.1019516,3,681577.0,nan,nan
1928,Prattlen,47.5183198,7.6919889,1,192378.0,nan,nan
1929,Ayer,42.5611947,-71.58990539999999,1,,nan,nan
1930,F-Clairvaux les Lacs,46.57623299999999,5.751053,1,104394.0,nan,nan
1931,F-Mouchard,46.975186,5.7983589,1,113325.0,nan,nan
1932,B-Hamme,51.6738583,7.815981600000001,2,768152.0,nan,nan
1933,B-Forest,45.6704497,-88.83758069999999,1,,nan,nan
1934,Courtaman,46.872,7.13,1,80089.0,nan,nan
1935,E-Alella Barcelona,41.4919653,2.2940817,2,837576.0,nan,nan
1936,F-Venarsal,45.19506,1.619254,1,555891.0,nan,nan
1937,F-Cognac la Foret,45.8318889,1.009976,1,589594.0,nan,nan
1938,Valeyres-sous-Montagny,46.7989335,6.608838899999999,3,40370.0,nan,nan
1939,F-La Chapelle Blanche,45.449889,6.073193,3,175040.0,nan,nan
1940,I-Como (CO),39.3160998,-105.892792,1,333918.0,nan,nan
1941,D-Isen,59.9428814,10.7944299,1,587115.0,nan,nan
1942,Riva San Vitale,45.9008013,8.9708066,1,401550.0,2610,TI
1943,B-Herstal,50.66618,5.63289,1,605276.0,nan,nan
1944,Thierachern,46.7518275,7.5726852,1,139630.0,nan,nan
1945,CRO-Zagreb,45.8150108,15.981919,1,947888.0,nan,nan
1946,F-Neuville sur Ain,46.081637,5.371802,1,153297.0,nan,nan
1947,F-Cubrial,47.495387,6.407145000000001,1,150104.0,nan,nan
1948,FI-Halikko,60.39727799999999,23.0778126,2,2344700.0,nan,nan
1949,Münchwilen AG,47.5399234,7.9667513,1,210255.0,nan,nan
1950,F-Forbach,49.186515,6.895295000000001,1,457408.0,nan,nan
1951,F-Lauw,n,a,2,262034.0,nan,nan
1952,Pensier,46.8441324,7.1353098,1,76499.0,nan,nan
1953,D-Baden-Baden,48.76564,8.228524199999999,1,365561.0,nan,nan
1954,GB-Ealing,51.5250257,-0.3415002,1,984299.0,nan,nan
1955,USA-Cleveland,41.49932,-81.6943605,1,,nan,nan
1956,Oetwil am See,47.2729371,8.720511799999999,2,257442.0,nan,nan
1957,Rothenfluh,47.4611393,7.913214899999999,1,188917.0,nan,nan
1958,Cressier FR,46.8988241,7.140044499999999,1,87391.0,nan,nan
1959,Oberwil-Lieli,47.3360982,8.3868979,1,213109.0,nan,nan
1960,Bussy-Chardonney,46.5290671,6.441859699999999,5,18733.0,nan,nan
1961,Corserey,46.77434,6.99234,1,49373.0,nan,nan
1962,Le Pont,44.820535,4.572044,1,647050.0,nan,nan
1963,Bonaduz,46.8117055,9.400014299999999,1,357410.0,nan,nan
1964,Corban,47.3463044,7.4762419,1,153986.0,nan,nan
1965,Berneck,47.4255058,9.6135168,1,336972.0,nan,nan
1966,GB-Henfield,50.929798,-0.269507,1,958890.0,nan,nan
1967,F-Batzendorf,48.783638,7.706399999999999,1,362781.0,nan,nan
1968,F-Souffelweyersheim,48.635489,7.741404,1,347871.0,nan,nan
1969,GB-Whitstable,51.361047,1.024256,1,855192.0,nan,nan
1970,Herisau,47.3857009,9.2798472,1,306177.0,15721,AR
1971,F-Luce,46.5827512,-85.513329,1,,nan,nan
1972,PL-Olkusz,50.2813157,19.5656869,2,1422099.0,nan,nan
1973,Felsberg,51.1363534,9.419181799999999,1,689763.0,nan,nan
1974,D-Bingen,45.7148416,-121.4645173,1,,nan,nan
1975,Oberwangen b. Bern,46.9145127,7.360522199999999,1,95114.0,nan,nan
1976,F-Saint-Genis Pouilly,46.2437479,6.02513,1,68935.0,nan,nan
1977,J-Osaka,34.6937378,135.5021651,2,,nan,nan
1978,Trey,30.496204,-97.687823,1,,nan,nan
1979,GB-Birmingham,n,a,1,1142119.0,nan,nan
1980,I-Spilamberto (MO),44.5318187,11.0204491,1,513988.0,nan,nan
1981,D-Adelheidsdorf,52.5641073,10.0595071,1,887695.0,nan,nan
1982,Safnern,47.1500237,7.3234488,1,111979.0,nan,nan
1983,CZ-Kladno,50.1416986,14.1067465,2,917255.0,nan,nan
1984,CAN-Niagara Falls,n,a,1,,nan,nan
1985,I-Saint Marcel (AO),45.7298872,7.448726399999999,2,155976.0,nan,nan
1986,Bätterkinden,47.1306664,7.539792899999999,1,132472.0,nan,nan
1987,Würenlos,47.4416652,8.363131,1,210770.0,nan,nan
1988,Rumlikon,47.41049,8.76001,1,248549.0,nan,nan
1989,Gossau SG,47.4155608,9.248852,1,297554.0,nan,nan
