,city,latitude,longitude,runners,distance,population,canton
818,F-La Rouviere,43.931301,4.23613,1,479987.0,nan,nan
819,Hermance,n,a,3,77051.0,1016,GE
820,La Roche FR,46.6970359,7.1383057,1,59690.0,nan,nan
821,B-Brussels,n,a,1,652140.0,nan,nan
822,NL-Eindhoven,51.44164199999999,5.4697225,1,714675.0,nan,nan
823,B-Leernes,50.39821,4.33217,1,642733.0,nan,nan
824,F-Epagny,45.93813,6.090965000000001,2,101335.0,nan,nan
825,Les Avanchets,46.221991,6.108207999999999,3,62606.0,nan,nan
826,Neuhausen am Rheinfall,47.6837423,8.6126098,1,274181.0,10316,SH
827,I-Segrate (MI),45.49200039999999,9.2981309,1,342727.0,nan,nan
828,F-Salouel,49.870724,2.247804,1,658842.0,nan,nan
829,Bolligen,46.97562070000001,7.497145799999998,1,112129.0,nan,nan
830,B-Liège,50.6325574,5.5796662,5,599103.0,nan,nan
831,Gimel,46.5089236,6.3070078,7,31869.0,nan,nan
832,F-Varces Allieres et Riss,n,a,2,,nan,nan
833,B-Woluwe-Saint-Lambert,50.8489094,4.4320883,2,643604.0,nan,nan
834,Montagny-près-Yverdon,46.79178839999999,6.6120529,4,39896.0,nan,nan
835,F-Felines,45.31718,4.728456,1,273740.0,nan,nan
836,Le Lignon,46.203703,6.096189,3,64695.0,nan,nan
837,Bonstetten,47.31516,8.4680573,4,230347.0,nan,nan
838,B-Arlon,49.6851364,5.810480399999999,2,466444.0,nan,nan
839,La Joux FR,46.63334099999999,6.933334,4,48122.0,nan,nan
840,Villaz-St-Pierre,46.72097429999999,6.961233999999999,1,44954.0,nan,nan
841,Treyvaux,46.7272477,7.137338799999999,2,64851.0,nan,nan
842,F-Larnod,47.18773299999999,5.973537899999999,3,131061.0,nan,nan
843,Farvagny,46.7210719,7.0648956,5,61361.0,nan,nan
844,Corcelles-Payerne,46.8309425,6.9622657,1,47234.0,nan,nan
845,Belmont-Lausanne,46.5191267,6.678912299999999,1,5497.0,nan,nan
846,Bioley-Orjulaz,46.62119999999999,6.598140000000001,8,18952.0,nan,nan
847,Tavannes,47.2200764,7.198525999999999,3,120278.0,nan,nan
848,Liestal,47.4866143,7.7334272,2,186155.0,14168,BL
849,Boudevilliers,47.0256734,6.8891632,1,76828.0,nan,nan
850,Cottens FR,46.7531574,7.032901,4,71844.0,nan,nan
851,F-Vallorcine,46.033505,6.931817,1,98972.0,nan,nan
852,Montherod,46.4985692,6.36594,1,26418.0,nan,nan
853,Nuvilly,46.7823407,6.8330755,1,41656.0,nan,nan
854,F-Etrembieres,46.17635,6.224038999999999,4,86274.0,nan,nan
855,CYP-Nicosia,35.1855659,33.38227639999999,2,3316001.0,nan,nan
856,B-Fontaine-l'Evêque,50.4166,4.32519,3,639835.0,nan,nan
857,Prez-vers-Siviriez,46.63334,6.866667,1,32421.0,nan,nan
858,B-Flémalle,50.60187,5.44335,2,615629.0,nan,nan
859,F-Stiring Wendel,49.20151200000001,6.932073,1,464295.0,nan,nan
860,F-Seynod,45.8890357,6.102035799999999,7,106177.0,nan,nan
861,F-Les Houches,45.89038799999999,6.798735,1,152324.0,nan,nan
862,Boulens,46.6800404,6.719593799999999,3,24272.0,nan,nan
863,F-Jouars Pontchartrain,48.7889548,1.8980512,2,538170.0,nan,nan
864,F-Amphion les Bains,46.401488,6.590948999999999,3,81559.0,nan,nan
865,F-Munchhouse,47.869178,7.452789,2,242495.0,nan,nan
866,Huémoz,46.29125,7.02515,1,55144.0,nan,nan
867,Villard-sur-Chamby,46.47132,6.92896,1,33020.0,nan,nan
868,Montmollin,46.9929482,6.846883999999999,4,74044.0,nan,nan
869,Penthéréaz,46.6818033,6.6037281,1,25844.0,nan,nan
870,F-Dameraucourt,49.70840399999999,1.9262,1,641207.0,nan,nan
871,F-Fontenay le Fleury,48.810638,2.046222,2,526979.0,nan,nan
872,Ménières,46.78349,6.880609199999999,2,39528.0,nan,nan
873,F-Bugeat,45.596963,1.927444,1,512743.0,nan,nan
874,F-Treignac,45.535827,1.795097,3,533821.0,nan,nan
875,Lavigny,46.5012496,6.404400799999999,13,26810.0,nan,nan
876,Fontaines-Grandson,46.8353261,6.6197652,1,47617.0,nan,nan
877,F-Pessac,44.80583,-0.630386,2,769493.0,nan,nan
878,Bussy-sur-Moudon,46.6866984,6.8113788,1,27720.0,nan,nan
879,CAN-Montréal,n,a,1,887253.0,nan,nan
880,F-Aubord,43.756755,4.312927999999999,1,471471.0,nan,nan
881,Grancy,46.5920275,6.4642847,4,22884.0,nan,nan
882,Grens,46.3931344,6.1908042,1,41595.0,nan,nan
883,L'Abergement,46.7535471,6.4879443,1,39401.0,nan,nan
884,F-Montgeron,48.703859,2.4604529,2,501167.0,nan,nan
885,B-Modave,50.4423889,5.3007183,1,581933.0,nan,nan
886,F-Apprieu,45.399063,5.502121,1,195285.0,nan,nan
887,Peney-le-Jorat,46.63214790000001,6.728431,6,16562.0,nan,nan
888,F-Saint Genix Sur Guiers,45.598527,5.632855,1,169135.0,nan,nan
889,D-Löhne,52.1941419,8.7220862,1,855756.0,nan,nan
890,F-Villemomble,48.886727,2.505069,1,526945.0,nan,nan
891,Innerberg,46.9961738,7.306361999999999,1,100937.0,nan,nan
892,A-Fuschl am See,47.7965657,13.303364,1,706034.0,nan,nan
893,USA-Reading,40.3356483,-75.9268747,1,,nan,nan
894,Muttenz,47.5279292,7.6476369,4,194837.0,17709,BL
895,Lussery-Villars,46.6304666,6.5249187,12,19497.0,nan,nan
896,Neuheim,47.204778,8.5753544,2,246703.0,nan,nan
897,Troinex,46.1640891,6.1450701,3,74496.0,nan,nan
898,D-Genthod,46.2644048,6.1546616,1,62965.0,nan,nan
899,GB-Ashford Middlesex,51.4274516,-0.4552643,1,960762.0,nan,nan
900,Fiez,46.826952,6.6235785,5,62940.0,nan,nan
901,Gingins,46.4109047,6.1785861,8,42906.0,nan,nan
902,BR-Santana de Parnaíba,-23.4430047,-46.9226637,1,,nan,nan
903,Grenilles,46.733335,7.050003999999999,2,64222.0,nan,nan
904,Villarzel,46.7484013,6.9129687,1,36924.0,nan,nan
905,F-Clermont Ferrand,45.77722199999999,3.087025,1,374569.0,nan,nan
906,F-Frangy,46.018716,5.928452999999999,1,99587.0,nan,nan
907,RSA-Troinex,n,a,1,74496.0,nan,nan
908,F-Francheville,45.7297871,4.7438242,2,222943.0,nan,nan
909,USA-Edina,44.8896866,-93.3499489,3,,nan,nan
910,Aven,46.23642,7.27128,1,1869853.0,4110,VD
911,Eysins,46.381576,6.2088848,8,42073.0,nan,nan
912,Orsières,46.0282108,7.147099499999999,2,91360.0,3179,VS
913,F-Vercel Villedieu le Cam,47.18303,6.398699,1,103608.0,nan,nan
914,Fenin,47.210467,3.412628,2,368256.0,nan,nan
915,Fétigny,46.79883840000001,6.9164261,3,44767.0,nan,nan
916,Vallamand,46.9317551,7.0390187,1,78359.0,nan,nan
917,Cartigny,46.1741622,6.0195753,1,73498.0,nan,nan
918,Granges-près-Marnand,46.76336,6.88765,3,37130.0,nan,nan
919,F-St Cloud,28.2489016,-81.2811801,2,,nan,nan
920,F-Le Chesnay,48.82541500000001,2.130544,2,526507.0,nan,nan
921,Le Mont-Pèlerin,46.48216,6.830859999999999,14,22462.0,nan,nan
922,Le Mouret,46.7475846,7.1777862,4,69348.0,nan,nan
923,F-Groisy,46.0182659,6.171308,1,97199.0,nan,nan
924,D-Heppenheim,49.6430169,8.6675419,2,472360.0,nan,nan
925,Middes,46.766666,6.950006999999999,2,41200.0,nan,nan
926,F-Puygouzon,43.8990719,2.168616,2,684032.0,nan,nan
927,Verbier,46.0960814,7.2285512,10,99019.0,nan,nan
928,Luins,46.4428841,6.2736075,4,32674.0,nan,nan
929,Gilly,37.002503,-83.0988974,3,,nan,nan
930,Tannay,46.310046,6.173534699999999,6,50201.0,nan,nan
931,Les Paccots,46.5217146,6.9479171,5,33581.0,nan,nan
932,F-Sillingy,45.946611,6.035302,1,106576.0,nan,nan
933,Cologny,46.224552,6.1827372,8,66881.0,nan,nan
934,Pringy,48.52171300000001,2.558354,3,97936.0,nan,nan
935,GB-Shipley,53.835927,-1.776978,1,1249257.0,nan,nan
936,F-Vincennes,38.677269,-87.5286325,2,,nan,nan
937,F-Le Bourget du Lac,45.649392,5.859076,2,144770.0,nan,nan
938,Montana,46.8796822,-110.3625658,2,,nan,nan
939,Saint-George,37.0965278,-113.5684164,1,,nan,nan
940,Brugg AG,47.48673549999999,8.2109103,4,204973.0,nan,nan
941,Onnens VD,46.8396549,6.686609799999999,5,46807.0,nan,nan
942,F-La Tronche,45.205168,5.737805,3,204464.0,nan,nan
943,F-Aix en Provence,43.529742,5.447426999999999,1,505618.0,nan,nan
944,F-Bellegarde sur Valserin,46.10759900000001,5.826179,2,96454.0,nan,nan
945,Ballaigues,46.7296887,6.415923599999999,2,42277.0,nan,nan
946,Le Châble VS,46.08014,7.21048,5,90752.0,nan,nan
947,F-Herblay,48.990006,2.165493,1,546082.0,nan,nan
948,F-Oyonnax,46.257773,5.655335,2,150072.0,nan,nan
949,Gals,47.0281883,7.050374,1,84188.0,nan,nan
950,Villars-Burquin,46.8472369,6.6293631,1,49977.0,nan,nan
951,Saules,47.244245,7.2185165,1,126484.0,nan,nan
952,A-Wien,48.2081743,16.3738189,5,970687.0,nan,nan
953,Randogne,46.3160381,7.4954414,2,123674.0,nan,nan
954,Rebeuvelier,47.3245762,7.4152297,1,144171.0,nan,nan
955,Chez-le-Bart,46.90116,6.785889999999999,3,57213.0,nan,nan
956,Holziken,47.3215574,8.0376896,1,181640.0,nan,nan
957,F-Feigeres,46.10963,6.077316,1,78247.0,nan,nan
958,Jona,47.2223076,8.8327118,3,267288.0,26875,SG
959,N-Klofta,60.076581,11.1432147,1,1858785.0,nan,nan
960,Bellinzona,46.1946216,9.0244124,3,353787.0,18308,TI
961,ISL-Kopavogur,64.1033023,-21.8832579,1,,nan,nan
962,F-Bonneville,43.4508683,-111.5455289,3,,nan,nan
963,MAR-Casablanca,33.5731104,-7.589843399999999,3,2359114.0,nan,nan
964,GB-Reading,51.4542645,-0.9781303,1,1001012.0,nan,nan
965,Burgdorf,45.277123,-115.9129022,2,877051.0,16228,BE
966,Puplinge,46.2105553,6.2317139,8,72424.0,nan,nan
967,Avully,46.1696093,6.0013782,2,75191.0,nan,nan
968,Zinal,46.13333300000001,7.616667,2,136796.0,nan,nan
969,F-Metz,49.1193089,6.175715599999999,1,378013.0,nan,nan
970,Le Lieu,46.6473591,6.281477199999999,2,59798.0,nan,nan
971,Bertschikon,47.5256,8.82269,1,260260.0,nan,nan
972,St-Séverin,n,a,2,686240.0,nan,nan
973,CAN-Calgary,n,a,2,,nan,nan
974,Ipsach,47.1143109,7.232491,3,106653.0,nan,nan
975,F-Les Rousses,46.48434,6.061806,10,61841.0,nan,nan
976,F-Hilsprich,49.0138869,6.913380999999999,2,446601.0,nan,nan
977,F-Dole,47.09534,5.49081,3,163613.0,nan,nan
978,Levron,46.09897,7.164149999999999,3,93647.0,nan,nan
979,Therwil,47.4990611,7.5532808,3,206335.0,nan,nan
980,Villarepos,46.8832682,7.0718558,1,74052.0,nan,nan
981,F-Marzy,46.98059,3.0932559,2,406362.0,nan,nan
982,St-Bathélemy,17.9,-62.833333,1,696943.0,nan,nan
983,St-Gingolph,46.39082399999999,6.804826599999999,1,49288.0,nan,nan
984,F-Chaponnay,45.627527,4.935876899999999,1,236752.0,nan,nan
985,F-Jarrie,45.1124266,5.7547492,1,213006.0,nan,nan
986,Corsier GE,46.2626576,6.2250271,5,72724.0,nan,nan
987,Promasens,46.600001,6.816669,2,22905.0,nan,nan
988,Bretonnières,46.7120876,6.4743168,3,41448.0,nan,nan
989,Chippis,46.2795072,7.541926899999999,3,111344.0,nan,nan
990,F-Chens sur Leman,46.325449,6.267459,4,80704.0,nan,nan
991,Sonvilier,47.1390891,6.9647878,5,102065.0,nan,nan
992,F-La Roche sur Foron,46.067072,6.312039,3,105041.0,nan,nan
993,Sergey,46.75062,6.49966,2,39255.0,nan,nan
994,F-Geneuille,47.321678,5.969202000000001,1,143182.0,nan,nan
995,F-Moutonne,46.528372,5.55919,1,124086.0,nan,nan
996,Bruson,n,a,1,93066.0,nan,nan
997,Sugnens,46.6552,6.67183,2,20054.0,nan,nan
998,Villargiroud,46.700005,6.999995999999999,1,50047.0,nan,nan
999,F-Rivery,-30.9178625,-55.5469032,1,,nan,nan
1000,Thalwil,47.2949282,8.5644799,7,239641.0,17729,ZH
1001,D-Estenfeld,49.8291603,10.005862,1,581766.0,nan,nan
1002,Couvet,46.9262933,6.6324944,3,87279.0,nan,nan
1003,I-Pavia (PV),45.1847248,9.1582069,2,362727.0,nan,nan
1004,BR-Barueri,-23.5113691,-46.87294199999999,1,,nan,nan
1005,F-Esserval Tartre,46.808926,6.04501,1,83799.0,nan,nan
1006,I-Urgnano (BG),45.5988028,9.6947276,2,371832.0,nan,nan
1007,F-Thorens Glieres,45.996435,6.249536,2,103662.0,nan,nan
1008,Autigny,46.7366852,7.021070399999999,1,47906.0,nan,nan
1009,F-Soisy sous Montmorency,48.988506,2.299731,1,542070.0,nan,nan
1010,Hermenches,46.64196219999999,6.7602436,1,20041.0,nan,nan
1011,F-Crozet,38.0695815,-78.700575,4,,nan,nan
1012,Aarau Rohr,47.4031819,8.0843397,1,193259.0,nan,nan
1013,F-St Symphorien d'Ozon,45.6386619,4.866302,1,227856.0,nan,nan
1014,Givrins,46.428946,6.201877899999999,10,40089.0,nan,nan
1015,BLR-Yamno,31.0139859,78.45995549999999,1,,nan,nan
1016,Aarberg,47.0420553,7.2751012,1,98855.0,4529,BE
1017,Zuchwil,47.203546,7.557985800000001,3,142834.0,nan,nan
1018,F-Bons en Chablais,46.264451,6.37031,4,111525.0,nan,nan
1019,Rossinière,46.46710420000001,7.0828407,1,74688.0,nan,nan
1020,F-St Barthelemy de Beaure,30.8186759,-93.2547946,2,246046.0,nan,nan
1021,GB-Dalkeith,55.89311799999999,-3.066606,1,1549307.0,nan,nan
1022,F-Maroilles,50.134723,3.760573999999999,1,612115.0,nan,nan
1023,F-Courtelevant,47.5152829,7.079835999999999,1,160732.0,nan,nan
1024,DK-Kobenhavn,55.6760968,12.5683371,1,1336968.0,nan,nan
1025,N-Blommenholm,n,a,1,1810784.0,nan,nan
1026,Spiez,46.6884826,7.6791524,2,148788.0,12477,BE
1027,Scheuren,47.13287,7.317405600000001,1,111666.0,nan,nan
1028,Epesses,46.4913835,6.7470097,8,10807.0,nan,nan
1029,F-Toulouse,43.604652,1.444209,1,745312.0,nan,nan
1030,I-Lipomo (CO),45.7954397,9.1254432,1,333940.0,nan,nan
1031,Anières,46.2777904,6.224067900000001,4,73813.0,nan,nan
1032,F-Authoison,47.487976,6.147247999999999,1,166425.0,nan,nan
1033,Molondin,46.7603344,6.749057,1,33367.0,nan,nan
1034,Grône,46.2519956,7.464367699999999,3,104501.0,nan,nan
1035,Bullet,n,a,3,55678.0,nan,nan
1036,F-Nangy,46.153703,6.308034,4,96161.0,nan,nan
1037,Haute-Nendaz,46.1834441,7.2942353,4,101726.0,nan,nan
1038,F-Giez,45.751988,6.246100999999999,4,129679.0,nan,nan
1039,Marsens,46.6558757,7.0644164,4,52561.0,nan,nan
1040,F-Lons le Saunier,46.671361,5.550796,1,132683.0,nan,nan
1041,Pratteln,47.5183198,7.6919889,2,192378.0,16046,BL
1042,Cheseaux-Noréaz,46.7820058,6.6719386,2,39764.0,nan,nan
1043,Les Hauts-Geneveys,47.0475296,6.872341599999999,2,80685.0,nan,nan
1044,Goumoens-la-Ville,46.6579503,6.6048861,2,23059.0,nan,nan
1045,F-Seine Port,48.558093,2.549623,1,478601.0,nan,nan
1046,F-Pirey,47.261547,5.963888,2,134104.0,nan,nan
1047,CAN-Sherbrooke,n,a,1,,nan,nan
1048,Chamblon,46.7782322,6.604276599999999,4,43157.0,nan,nan
1049,Le Sépey,46.36063,7.05226,3,56094.0,nan,nan
1050,CZ-Teplice,50.6444579,13.835284,1,944896.0,nan,nan
1051,F-Estrees St Denis,49.426325,2.6396609,1,593850.0,nan,nan
1052,Môtier (Vully),46.9503685,7.076155399999999,1,81364.0,nan,nan
1053,Birsfelden,47.5516505,7.627249900000001,3,197541.0,10424,BL
1054,Maisprach,47.5238529,7.8468307,1,198313.0,nan,nan
1055,E-Cerdanyola del Valles,41.490047,2.1397612,2,836780.0,nan,nan
1056,L-Eischen,49.68555070000001,5.8798793,1,458458.0,nan,nan
1057,J-Yamato-shi,35.4875124,139.4579498,1,,nan,nan
1058,Flims Dorf,46.83652,9.2845,1,364740.0,nan,nan
1059,Opfikon,47.4346801,8.567109799999999,1,227953.0,18482,ZH
1060,F-Messery,46.351234,6.292793,3,85738.0,nan,nan
1061,Cronay,46.7571978,6.6968245,2,41569.0,nan,nan
1062,La Praz,46.6674312,6.4271565,2,33659.0,nan,nan
1063,F-Labergement Sainte Mari,46.774381,6.282316,4,60669.0,nan,nan
1064,F-Le Cannet,43.57655099999999,7.019019999999999,1,652758.0,nan,nan
1065,F-Saint Julien En Genevoi,46.144516,6.081338,1,73169.0,nan,nan
1066,Les Diablerets,46.351389,7.158055999999999,2,65332.0,nan,nan
1067,L-Mamer,49.6294233,6.0211741,1,445590.0,nan,nan
1068,F-Caen,49.182863,-0.370679,1,745394.0,nan,nan
1069,F-Cognin,45.560286,5.89154,1,150293.0,nan,nan
1070,F-St Parize le Chatel,46.853834,3.176146,1,377672.0,nan,nan
1071,F-Morzine,46.179192,6.708877,2,105306.0,nan,nan
1072,Derendingen,47.1952433,7.585593099999999,1,138753.0,nan,nan
1073,Lausen,47.4729163,7.759395499999999,2,181981.0,nan,nan
1074,Avenches,46.8806009,7.0427075,5,71312.0,4110,VD
1075,La Plaine,47.0680369,-0.635103,2,,nan,nan
1076,F-Carquefou,47.29624099999999,-1.486812,1,828483.0,nan,nan
1077,F-Labergement sainte mari,46.774381,6.282316,1,60669.0,nan,nan
1078,GB-Harpenden,51.81845999999999,-0.358953,1,990260.0,nan,nan
1079,Maracon,46.55128999999999,6.87208,3,23843.0,nan,nan
1080,Essertines-sur-Yverdon,46.7155103,6.6394087,3,31670.0,nan,nan
1081,Ostermundigen,46.9577083,7.487306900000001,8,111411.0,16788,BE
1082,F-Saint Jean D'Aulps,46.234581,6.655653999999999,1,97476.0,nan,nan
1083,St-Luc,46.2212076,7.5959602,3,,nan,nan
1084,F-St Blaise du Buis,45.376906,5.517283,1,196552.0,nan,nan
1085,THA-Suan Luang Bangkok,13.7354311,100.6408235,2,,nan,nan
1086,Chigny,46.5198495,6.4770127,5,15303.0,nan,nan
1087,S-Västers,n,a,1,1717575.0,nan,nan
1088,F-Habere Poche,46.248468,6.471481,3,113241.0,nan,nan
1089,NL-Ootmarsum,52.4076329,6.897314,4,889631.0,nan,nan
1090,Bülach,47.5160671,8.5419603,1,240129.0,19342,ZH
1091,GB-Bristol,51.454513,-2.58791,1,1124239.0,nan,nan
1092,GB-Church Brampton,52.28498399999999,-0.9459139999999999,1,1058420.0,nan,nan
1093,F-L'Union,43.65719199999999,1.484186,1,750239.0,nan,nan
1094,Konolfingen,46.8794597,7.620826299999999,1,128296.0,nan,nan
1095,Gümligen,46.9350521,7.498472799999999,5,116901.0,nan,nan
1096,Hasle-Rüegsau,47.01686,7.654109999999999,1,129148.0,nan,nan
1097,Lommiswil,47.2252887,7.472479300000001,1,129045.0,nan,nan
1098,Meilen,n,a,2,243125.0,13515,ZH
1099,Vionnaz,46.31034349999999,6.90262,4,46094.0,nan,nan
1100,F-Lamballe,48.468637,-2.517322,1,902201.0,nan,nan
1101,F-Mondragon,43.0648865,-2.4902081,1,1061777.0,nan,nan
1102,Galgenen,47.1806828,8.875679,1,268559.0,nan,nan
1103,Ropraz,46.6152435,6.7515109,3,17187.0,nan,nan
1104,E-Granollers,41.60619270000001,2.2870889,1,819391.0,nan,nan
1105,Hauterive NE,47.01564279999999,6.9725091,3,78864.0,nan,nan
1106,USA-New York,40.7127837,-74.0059413,2,,nan,nan
1107,Borex,46.3786499,6.1774963,2,42934.0,nan,nan
1108,Auboranges,46.5822239,6.8052223,4,20217.0,nan,nan
1109,F-Eteaux,46.065605,6.294143999999999,1,106039.0,nan,nan
1110,Belmont-sur-Yverdon,46.74537580000001,6.624103,2,38360.0,nan,nan
1111,Agarone,46.17766,8.906089999999999,1,366631.0,nan,nan
1112,Chézard-St-Martin,47.0624261,6.9175754,4,81547.0,nan,nan
1113,Dachsen,47.6660626,8.6160024,1,271063.0,nan,nan
1114,D-Feucht,49.3753539,11.2129142,1,633258.0,nan,nan
1115,F-Jonzier Epagny,46.07163,5.99152,1,87591.0,nan,nan
1116,Domdidier,46.8670616,7.0135403,4,51352.0,nan,nan
1117,Les Genevez JU,47.25664099999999,7.1297166,2,114388.0,nan,nan
1118,SRB-Novi Beograd,44.8099561,20.3800881,1,1341030.0,nan,nan
1119,Echarlens,46.645485,7.076872,1,51685.0,nan,nan
1120,D-Tübingen,48.5216364,9.0576448,1,415317.0,nan,nan
1121,USA-Oviedo/Florida,28.669997,-81.20812029999999,1,,nan,nan
1122,Château-d'Oex,46.4715174,7.126011399999999,7,79143.0,nan,nan
1123,Münchenbuchsee,47.021621,7.450367,4,114777.0,9947,BE
1124,GB-Bexleyheath,51.45334099999999,0.13822,2,902864.0,nan,nan
1125,F-Rombas,49.251254,6.093351999999999,1,393712.0,nan,nan
1126,Grandvillard,46.54092800000001,7.086142799999999,1,62076.0,nan,nan
1127,Bière,46.5373765,6.3339687,5,33609.0,nan,nan
1128,Reverolle,46.5413758,6.4386829,3,19545.0,nan,nan
1129,St-Saphorin-Morges,46.5460528,6.488364499999999,1,17686.0,nan,nan
1130,D-Frankfurt,50.1109221,8.6821267,2,525126.0,nan,nan
1131,Seedorf BE,47.03554949999999,7.312433799999999,1,102149.0,nan,nan
1132,Rougemont,36.2184752,-78.926397,3,,nan,nan
1133,Cugy FR,46.8147442,6.891648699999999,2,46323.0,nan,nan
1134,F-Carrieres sur Seine,48.911292,2.178685,2,533915.0,nan,nan
1135,Dornach,47.4790491,7.6170412,1,204222.0,nan,nan
1136,Riehen,47.58482739999999,7.649911100000001,2,203507.0,20971,BS
1137,D-Dossenheim,49.4483389,8.673254,1,448475.0,nan,nan
1138,GB-Nacton,52.0168305,1.2347831,2,1014218.0,nan,nan
1139,F-Etival,46.507367,5.791586,1,99749.0,nan,nan
1140,F-Villers St Sepulcre,49.365944,2.216345,1,591803.0,nan,nan
1141,F-St Jorioz,45.833395,6.16444,1,115764.0,nan,nan
1142,F-Saint Paul En Chablais,46.379455,6.630401,3,70271.0,nan,nan
1143,Oron-la-Ville,46.5714166,6.8278795,11,19196.0,nan,nan
1144,Bôle,46.96729,6.841279999999999,6,68204.0,nan,nan
1145,F-Lods,n,a,1,103203.0,nan,nan
1146,Ringgenberg BE,46.7009118,7.8939117,2,170134.0,nan,nan
1147,Langnau i. E.,46.9378622,7.7906824,3,140865.0,nan,nan
1148,F-Rueil Malmaison,48.882767,2.17693,1,532218.0,nan,nan
1149,E-Lausanne,46.5196535,6.6322734,1,0.0,nan,nan
1150,F-Mandres les Roses,48.705816,2.5460029,1,498863.0,nan,nan
1151,F-Choisy en Brie,48.758761,3.218017,1,495782.0,nan,nan
1152,F-Chevigny St Sauveur,47.302245,5.139997999999999,1,195654.0,nan,nan
1153,USA-Founex,n,a,1,49218.0,nan,nan
1154,F-Carces,43.4761098,6.181635,1,576809.0,nan,nan
1155,F-Sonnay,45.355315,4.907112,1,243622.0,nan,nan
1156,F-Peronnas,46.179148,5.203701,1,172002.0,nan,nan
1157,F-Meythet,45.915603,6.09208,1,102499.0,nan,nan
1158,N-Snaroya,59.878323,10.6195026,1,1820030.0,nan,nan
1159,Tentlingen,46.7688786,7.198784400000001,3,75034.0,nan,nan
1160,Les Sciernes-d'Albeuve,46.4969466,7.034961699999999,3,67727.0,nan,nan
1161,F-Chatenay Malabry,48.771896,2.270748,1,509340.0,nan,nan
1162,Ecublens,46.5296363,6.561525199999999,2,5703.0,12284,VD
1163,F-Champvans les Moulins,47.25633699999999,5.915627,1,136616.0,nan,nan
1164,Misery,49.848352,2.886829000000001,1,611402.0,nan,nan
1165,D-Marbach,48.939615,9.2645971,1,472291.0,nan,nan
1166,F-Seyssel,45.9592788,5.8507466,1,114850.0,nan,nan
1167,Villarsel-le-Gibloux,46.71437,7.01704,1,65650.0,nan,nan
1168,Massonnens,46.6983064,6.9758491,2,55027.0,nan,nan
1169,Chur,46.8507835,9.5319859,2,345812.0,34652,GR
1170,D-Leinfelden-Echterdingen Schwabenpower!,n,a,2,,nan,nan
1171,D-Tostedt,53.2778837,9.7240138,1,983282.0,nan,nan
1172,N-Randaberg,58.99967460000001,5.6187068,1,1900266.0,nan,nan
1173,Lully,46.50538,6.4653546,1,15898.0,nan,nan
1174,Châtillens,46.5691032,6.815161700000001,2,18074.0,nan,nan
1175,F-Beaune,47.02603000000001,4.840004,1,212402.0,nan,nan
1176,Meinisberg,47.1596325,7.3479735,1,116899.0,nan,nan
1177,Aesch BL,47.4672734,7.597934399999999,1,205451.0,nan,nan
1178,Bellevue Geneva,46.2557621,6.1471443,1,61957.0,nan,nan
1179,Champéry,46.1816543,6.874759099999999,4,63435.0,nan,nan
1180,F-Servas,n,a,1,175053.0,nan,nan
1181,Uitikon Waldegg,47.3709461,8.451903,2,226341.0,nan,nan
1182,Sumiswald,47.0284465,7.7446642,4,137524.0,nan,nan
1183,F-Malay,11.9003045,121.958687,2,,nan,nan
1184,Neuenegg,46.8947644,7.303745399999999,2,91766.0,nan,nan
1185,F-Montperreux,46.825355,6.341902,1,60847.0,nan,nan
1186,Schleitheim,47.75009,8.486799999999999,1,250334.0,nan,nan
1187,IRL-Drogheda,53.717856,-6.3560985,1,1582487.0,nan,nan
1188,F-Hochfelden,48.75853,7.570055999999998,1,367121.0,nan,nan
1189,F-Ringendorf,48.808535,7.556461000000001,2,371378.0,nan,nan
1190,Biberstein,47.41371590000001,8.0813767,2,196259.0,nan,nan
1191,CZ-Prague,50.0755381,14.4378005,1,910670.0,nan,nan
1192,Birmensdorf ZH,47.35367,8.43714,2,223706.0,nan,nan
1193,Sévery,46.576006,6.4382511,5,22755.0,nan,nan
1194,Le Muids,46.4575812,6.210099599999999,1,41855.0,nan,nan
1195,Vex,46.2113569,7.3982929,2,104357.0,nan,nan
1196,D-Potsdam,52.3905689,13.0644729,2,1034919.0,nan,nan
1197,Belprahon,47.28417830000001,7.4048428,1,139527.0,nan,nan
1198,F-Armoy,55.13087849999999,-6.327075199999999,1,1706270.0,nan,nan
1199,F-Peron,46.188737,5.927637,3,78412.0,nan,nan
1200,PL-Opole,50.6751067,17.9212976,1,1275404.0,nan,nan
1201,F-Congenies,43.775684,4.15827,1,481063.0,nan,nan
1202,B-Wezembeek-Oppem,50.8508976,4.4874562,2,640883.0,nan,nan
1203,Esmonts,n,a,3,28782.0,nan,nan
1204,Hinterkappelen,46.9704283,7.3658552,2,103734.0,nan,nan
1205,Ausserberg,46.31444,7.850700000000001,1,139279.0,nan,nan
1206,Winkel,52.7546858,4.9024413,1,905969.0,nan,nan
1207,J-Fukuoka-Shi,33.5903547,130.4017155,1,,nan,nan
1208,D-Offenbach,50.09563620000001,8.776084299999999,1,532110.0,nan,nan
1209,F-Bossey,46.151615,6.158266999999999,2,76977.0,nan,nan
1210,Sissach,47.4643945,7.810661,2,180218.0,nan,nan
1211,Vandoeuvres,46.2213459,6.202417,4,68524.0,nan,nan
1212,F-St Gingolph,46.39082399999999,6.804826599999999,1,49288.0,nan,nan
1213,Schänis,47.1604116,9.0459705,1,283536.0,nan,nan
1214,N-Ski,33.3550633,-111.8112971,2,,nan,nan
